Sentiment,SentimentText
0,Farrah Fawcett... one less charlie's angel but one more angel for god
1,FBI: Terrorist Attack On Golden Gate Bridge May Have Been Green-Screened http://bit.ly/hdexD (via @TheOnion)
0,fcked thing up for good no
0,"feel like crying. fucking bitch stealing my family, i want them back."
0,"Feel like shit. Choked on something last night &amp; now throat &amp; chest ache &amp; headache. Chicken noodle soup, sandwich, chips, then bed."
0,"Feel sorry for him, he's kidless on father's day."
0,feeling sad that rapidshare.com acct has bn expired... #fb
0,feeling very down this friday morning... i hate when i have time to think... i just get myself down /sigh
1,- Figuredd out how to edit profilee  .. &amp; Levi youu dont need to do a 200 Calorie diet :S
1,Final Destination 4 has a release date!! August 1st!!!!
1,finally a good mood
1,finally got my FMC tickets in the mail!!!!!!!!! yeeeeeeeeeeee
1,finally linked my fone 2 twitter
1,Finally! I finished a new item in my striped colorful knitted line! Want to see it? =&gt;&gt; http://bit.ly/UZtpT
0,finally!! lol but  piccckkk mee uppp!!!
0,Find it yet?
0,fine. I should be anyway. see you at the 4th quarter.
1,fingers crossed another enjoyable night cause of someoneeeee
1,- finishing up my midterm project for web publishing class &amp; waiting to go over zachs house.
0,"Finn fell of the balcony, seems ok, but will know better in a few hours"
0,-- First uni exam tomorrow
0,Fix my puter... Its taking a dump.
1,flordia- and @stellarkartband- where do u send in the pictures of the shrits? saw ur update on facebook
0,Flower died.
1,follow me
1,Follow me on Twitter!  http://bit.ly/P1I1h
0,food poisoning ?
0,for once cant i be number one
0,FORÃ‡A MEADD ! http://meadd.com/adrianoshevchenko/15425876
0,"forgot about my spanish essay. hopefully, i finish before 3 AM."
1,Found a place to buy Secret Agent Sam. Now where to get it for free...
0,Free Movie was sold out...wtf?
1,- FRIDAY! i've caught a cold. How rubbish is that? At least i've got the whole weekend to spend in bed.
1,"Friday!!! Plus, woke up naturally, no nasty alarm. The world is so much nicer when the sun wakes you up instead of some radio dj"
0,Friend's emailed me a list of signs you're middle aged woman and I relate to 90%... incl. forgetfulness ...so I am now becoming my Mum
0,"from NCAVP's report: 2008, with 29 total murders, has the highest number of deaths since 1999, and an increase of 28% from 2007"
0,from seeing all my koreans buisnesses failing.
0,fuck it
0,fuck overtime!
0,"fuck that, Dev is clearly superior."
0,fuckin ugh...
0,fxcking tired and sooo cold
0,gdocs letting me down. Not saving and not sharing. One more go.
0,get better friend. It sucks not to be able to taste. So sorry
1,Getting close to 2K followers!  I feel a chocolate party coming on! You are all invited
0,- Getting 'er done.. 16 hrs of work behind me. Not sure how many left in front
1,Getting ideas for my room revamp!
1,"getting ready for school. after i print out this song, fancy, i know."
0,getting ready for work ....  def should have stayed in last night
1,- getting ready to go on a date
0,gettn meds for my baby. he's got a stuffy nose and now a cough. his 1st time getting sick
0,- Gig was awesome! Am exahausted and so dont want to revise  Boo Hoo!
0,girls are so mean now a days damn
0,Git version of Gnome Shell broke Compiz. Still get nice clutter effects though.
1,glad I could help...or not depending on how much $ you spend ;)
1,glade you liked it i'll be over in a few minutes
0,i want to shop!! - http://tweet.sg
0,"I want to take pieces of the past and bring them to the present.Things Would Change.A life without you,That wouldn't be the same.. ?"
0,I wanted Taj to win
0,I wanted the cavs to win it all! Defense wins the game Cavs.... I don't like loosing and I know this is alot of pressure on Bron.
0,i wasted more than a roll of film.
0,i will txt you when i get back from oc. Maybe we can do something. Ill make you feel better. . Na mean. Lol jk
0,i wish he knew how much i miss him...
0,I wish I could play guitar..... my guitar I got a few christmas`s ago is collecting dust! I need to learn! haha
0,"I wish I lived far far away, in a fairytale land.... With lots of happiness and love... Ahhhh to daydream"
0,i wish i was famous.
0,I wish I were there.
0,I WISH IT WAS SUMMER TIME.....
0,I wish Mark was here
0,i wish paramore won for best song... boo
0,I wish this was easier!!
1,i woke up! Lol ~
0,"-- I won't feel guilty and like I should be revising stuff after today, haha"
0,"I work the next 4 days, 8 hours each day. No fun."
0,i... have to start... work... tomorrow......................
1,icant stop smiling! Especially thinking of the time we ran to the train...
0,idk why i 'm so sad  i need to somone right now
0,- Ii cant beleivee the ppl that imm losinng
0,i'll be leaving home tomorrow.
0,ill deff be going up early on Tuesday will you? What time at?
0,I'll get home like 5pm today it will be a long day no hangover just my body is drain out n my legs hurt ;-( I'm dehrydrated
1,I'll get my son Tommi to visit at me tomorrow from Oulu. So nice )
0,I'm a sad panda today. I want a slurpee damnit!
0,"I'm about to turn down a great job offer in LA. Raise, paid for accomodations, rental car, weekly expenses paid...I have my reasons."
1,im almost done with this portrait. woo. hmm.. maybe i should draw andrew bisante with my new pastels !!
1,I'm back online!
1,"im back, but now going offline seeya guys  have fun on twitterrr~  night lvoe ya."
0,im being attacked by a moth!!  its scary stuff  haha!
0,I'm being confused..
0,i'm board :b and happy for tomorrow
0,I'm Bored... Bored....Bored Again And Developing A Headache And I Want A Piece Of Carrot Cake mmm
0,I'm boreddddd...rain rain go away.
0,"im buzzed and followed friends to punk ass bar, possibility of me getnin laid minimal"
0,"Im crushed, How could i have been so stupid?... ~!$@M@NTH@ !~"
0,I'm depressed about the cavs loss now I'm checking out the Da Vinci Code for the first time!
0,Im dying of thirst and I wish I was in a large body of water somewhere in Hawaii!! Anything with clear water actually!!!
1,I'm exactly where I want to be. ))
0,"I'm exhausted. Having pasta soon, thank god."
1,im followin demi she rocks
0,I'm freaking out    ~ I got something to admit ~
0,im fukin bored im goin on gs 4 a bit
1,finally awake!!!!
1,- finally catching the new episode of college hill.
1,finally finished. now i can sleep peacefully!
1,Finally Friday!
1,- Finally got twitter.... trynna see what the hype is about
0,fine i just wanted to share with u the greatness of baby soup. and how it contributes to a cannibal society!
0,fine. I'll watch it. I am so f**king rad.
0,"- finished watching FRIENDS  so sad, WHY WHYYYYYY DID IT HAD TO ENNNDDDD &gt;=[[["
1,"finishing up this stupid project then off for fun! sundress, booze and sunshine... I love this country!"
0,Firefox will not start or uninstall. i hate it sometimes.
0,First time in a long time Wikipedia has failed me
1,fishing today? GO AWAY RAIN!!!
0,- Five in the morn and am awake wiv a migraine
0,Flash lost my frisby on a roof. Sad days LOL
0,"FML.. today sucks.. i just hope the dance will bring my soul up.. i pray, but im still sad..i hateee todayyyyyy!!! &gt;;("
0,folk taking about me at morning break 2day
1,folllow me
1,FOOD!
0,For a minute there I was all happy thinking it was THIS Tuesday we finished.
0,"For the first time ever, my iPhone crashed iTunes 3 times in a row. Also crashed &quot;Apple Moble Device Helper.&quot; WTF? Apple? Twitterrific?"
1,"- for trish: sa right side ng reply ko, may star and arrow. click the arrow para maka-reply ka. hehehe."
0,Forgot about them science exams tbh (N)
1,Found her JRM icons!
1,"found my BBerry in the office, thanks God, one entire weekend without was enough!!!"
0,foxtell is so depressing
0,freaking out about the exam.
1,-- french test! oh gawdd.. lol  fashion show tonite!  come watch &lt;3
0,frenchies cheering sod. hurts my SOUL.
1,- fresh out the shower. I wanna go to the movies tonight
0,fuck it all
0,fuck you 2009...
0,fun time. so tired. train to boston soon
1,"- FUNNY - Cold nose, COLD NOSE!! - REALLLYYYY COLD NOSE - watch till end if u wana laugh  http://bit.ly/pvgtM"
0,funny how quick yr mood can change.
0,gaaaahhhhh! If I started all this....
0,g'bye FL crew! until dragon*con!
0,' GERD is acting up.  fml.
0,Gettin a divorce   *Str@ng3r !n my h0us3*
1,- getting my Battlestar fix!
0,"getting rid of the z28 camaro. Its a said day. If anyone wants it, come get it. Its also on ebay"
1,'' Gimme a hug ''  thats soooo cute :p
0,"Girlfriend is in surgery, nothing really serious, but I hate she has to have total narcosis."
0,gloomy outside... pajamas all day? sounds like a plan to me.
0,Gmail isn't connecting on my iphone. Is gmail down?
1,"gnight to all. oh, if you have the time, look up Marcus Schossow, he's amazing. Girls Suckcces (Dub Mix) is my personal fave"
1,"- go &amp; try the yummo &amp; super hot 'plecing kangkung' + ayam bakar taliwang.. **sexy food from exotic country,Indonesia"
1,goin to dadsssssss
0,going home. We all knew I would have to go home some time
0,i'm getting sick. That's not good with Salkehatchie on saturday.
1,"im giving it all to ya,"
0,I'm going back to sleep...
0,"im going to bed. hopefully, i'll dream of Mr. @BrentCorrigan00 tonight..."
0,im going to go cry myself to sleep.
0,im going to miss my Prissy...  But I'm happy she's with Elvis again
1,"I'm gonna go be grumpy and read comics. Later, twitter!"
0,im gonna miss all of the peeps in the play smgt!!!
0,im gonna miss my psychology/sociology teacher
0,I'm gonna pull an all-nighter. Hopefully I won't fall asleep 'cause I'm pretty tired. I want a Mocha BK Joe!
0,I'm gonna twit someone on a random time and day so they'll have a chance to reply.
1,I'm happy and content
1,i'm happy! went out for dinner at a posh place and food was wonderful. I love it when food is Wonderful!!!
1,i'm having fun with this.
0,- im hungry...but there's no food at mah house.
1,im in neet magazine again in the global fashion section. http://www.neetmagazine.com/
1,im in science class with mt beautiful lauren listenin to my ipod... Mariah carey of course
0,i'm just having one of those nights where you feel hopeless.
0,I'm Missing 'F.r.i.e.n.d.s' &amp; Instead Watching 'Dora The Explorer' - I Prefered 'Mickey Mouse'
0,Im never sleeping again. fuck my life.
0,I'm not gonna be here when the new Transformers comes out.... i'll be in Colombia
0,I'm not sorry at all I wont be sorry at all....
0,"i'm not tweetin much today, it's probably coz i have nothing to say (haha it rhymes) but in the end i'll find a way (yea tht's nice ha)"
0,I'm not used to instantly not getting it. Twitter is hard
0,i'm not yet ready 4 school time..lol
0,im now free tonight. Dinner got cancald  downer
1,"I'm off to take a nap, haven't slept much in a few days and have been up since 5:30"
0,im officially sick
1,"I'm real happy, things are good"
0,"I'm really annoyed about this telstra bill, but I can't ring them cause well I only have my mobile -_-"
0,"im really gonna miss talking to all my tweeps. But, im gonna keep a pen and paper blog, and post it after tour and i should have pics too"
0,im sad about that
0,im sad. i turned into a whole different person-bottom line dont ever get me pissed.
0,im sad... My relationship isn't doing too well but we gonna make it.
0,"I'm sick, 10 PM and already in bed... Can't remember when that last happened. N ofcourse, nobody to make me tea, my man being faaaar away"
0,I'm so bad at assassinating people.
0,I'm so depressed @kimhoward_ were sadd
0,"im so going to fail chem tomorrow.  but its okay, i got 2.5 years of science and i just need .5 next year"
0,I'm so going to fail law
0,I'm so ill after getting wet in the rain for three days..... xD but I don't  regret..it was awesome x3
0,im so sadd. and confusedd
0,im so sorry @iheartrachael ill tell him to stay for you?
0,"I'm so sorry!  Neda, and her dad.. Prayers for them all.."
1,gnite/gmornin @TheRealNobody
0,god bless us everyone
1,god i love this tune    ? http://blip.fm/~60u8d
0,goin to start stuyding now .. gutter HELP ME
0,Going back to houston
1,going for stroll in sunshine.... sending out love vibrations all good things welcome xo
0,going home. Miss him already
0,going on holiday 2 weeks today! NOOOOO!
1,- going somewhat out of town? (x visitng uncle boyet &amp; famm!
1,going to bed goodnight amazing twitters!!
0,going to bed to end this day
0,- Going to get ready for my dentist appointment at 130 PM
1,going to sleep. good day later today. goodnight.
1,Going to take my bike to Claremont Village via the train and get some tofu scramble and explore!
1,going upstairs.chilling.bed.work D: txttt me! oh btw im excited to see bia tommrow!!!!
1,gonna make the best of next week.
0,gonna try and drink some water and eat for the first time in 7h ! Hope it stays down &lt;3 last time I ate @ kebabking.
1,gonna volunteer at madres school again -still trying to calculate how many friends i really have.
1,"- Good afternoon, welcome to Mama Mia Pizza, what would you like on your pizza? - YouTube scares me.... in a good way"
1,good dance... make little love... get down tonight...!!!! &lt;3
1,Good morning
1,good morning every body!!!!
1,good morning love u all ;-) I feel ok I only had like 4 coronas  it was a fun night  laker game later today
1,Good morning sunshine!!!
1,Good Night Twitter! I'm tired! Partying ALL WEEKEND! Peace â™¥ and ALWAYS BE HAPPY!
1,Good times !! ... Dad is being far too jolly its very odd. Being looked after today !!
0,GOODBYE ANALOUGE
1,"- Goodbye Mazda 6. Always a good, nice, car (&amp; a fantastic color)... But no room for you on Wall Street.    http://twitpic.com/6a1ny"
0,goodbye steph. at home watching Mall Cop with my bby brother &lt;3
0,Goodbye to my free time!!
1,Goodmorning again! haha. ) uggh. i'm getting kinda hungry :|
1,goodnight all. Doodadoo lives good
1,"- GOODNIGHT everyone  I pray you all have a blessing morning. I'm gonna do 1 more load of laundry, straighten the kitchen, then lay down."
1,goodnight luvs
0,goodnight twitter. Shits been really weird with me lately. I need a doctor!!
0,"goodnight yall , i'm upset . . . i might bbl tu tweet some trifling , subliminal shit , that always makes me feel better . therapy"
1,"- Goodnight, I'm going to sleep with my monkey"
1,Goood Morning Twittz. I'm in an Extremely good mood. Heading to the GYM with my doll Nessa.
0,got in a huge car accident today. not feeling well.
0,got my hands burned sunday at a fire. But doing much better. I guess too many beers equal me sitting too close to a firepit lol whoops.
0,got sick at work...kinnda feel faint
0,gotta be in brandon at 9:15 tomorrow for a doctors appointment
1,Gov't Motors just peed a little: http://bit.ly/aLDXF via @TTAC &amp; http://bit.ly/pJg8o
1,' going to bed. shopping tomorrow. nsn / ftsk mondaaay.
0,Going to CarthageLand.
1,going to find motrin then sleeeep.
1,Going to london in 2 days hopefully
1,going to sleep !!!! this monster just crashed !!
1,- Going to walk my daily mile later today. Getting ready 4 a late breakfast w/ parents then going 2 Frisco 4 the next FC Dallas match
1,Golden Spoon and dance/music love.
1,-- gonna get some beauty rest &amp; dream about mr. handsome  15 more days!
0,gonna miss at least the first half of the PT:Honolulu top8 webcast
0,gonnna be to worst few hours ever. Loveee yous and miss youss
1,good i hope not my love because im in love with u and dont wanna lose u
1,"Good morning guys making my morning cup of coffee xoxox, A rainy day off... whatever!"
1,"Good morning peeps, ahhh it's gonna be a wonderful Saturday"
1,good morning twitterers ily
0,good night twittaz
1,good weekend. now ISU's woooo
0,goodbyeeee Arizona. See you in 3 weeks.
1,goodmorning tweeties..
0,goodnight everbody.. Hope I can fall asleep.. FML
0,goodnight...
0,got a headache
0,got earache and wants to go home
0,got first period for summer school.
0,got my college interview in an hour
1,"got the best addon for twitter, IF YOU USE FIREFOX GET TwitterFOX"
1,gotta love those shoes -- Dora &amp; Manny can keep you on your toes with spanish! yo se que tienes un nuevo amor... thats selena.
0,grace u suck! U know I know we know....
0,"Grandfather's sick, going to M*town to see him on Thursday."
0,grandma wont cut my hari! which is good AND bad. because she wont let me straiten it! so i am stuck with this gross curly mop of hair.
1,"great mood todayyyyyyyyy. Super excited for the game tonight, not so excited to be one year older (tomorrow)."
0,"great, now i'm left out? Some best friends."
1,group shot from prom: http://bit.ly/13BGD9
0,guess i don't live #inaperfectworld
0,GUESS WHAT!!?? JONAS CD 'LVATT' comes out This Friday here in Australia... That's The Day I leave for my trip
1,guitar in a weeeeek
0,gutted that i'm missing it
0,"guys... the mouse isn't a hallucination. He's a real, fuzzy, whiskery thing. How do i get rid of it without killing it?"
0,H&amp;M dress don't fit... It was really cute (n cheap) too ... The cheap part is what  breaks my heart...
1,Ha I love you too betch.
0,had a blood test today!!
1,- had a great time at the 'block party' - so did mackenzie
0,had a not so good day. . . but I have faith
1,"Had a really fun afternoon, and probably have a wicked sunburn xP It was so worth it. Nick left a few minutes ago. Surfing the web"
0,had to go into work today grr how 1982... then i came home and had to build furniture !!!1 at least I got a nice new chair
0,Had to take comp inside as the baterry died...sadface
0,"Had to work today. 1 hour down, 6 to go."
1,haha dating the enemy!
0,Im so weak right now...i thought i had finally found my happy ending...
0,i'm soooo tired i have to study for all of my subjects ..... history is gonna be SO hard!!!! &gt;.&lt; help me!
0,im sorry. Both of you.
0,im sowwy but its not like cali is any better either i just got a call from one of the exs chicks and random txts  ugh!
0,I'm speechless in a weird way
0,I'm still tired. I think I'll make some coffee. Hopefully it'll keep me up. z.z
0,I'm stuck in San Clemente and I have work in an hour and 15 minutes. Efffffff
0,I'm terrified of spiders and never realized it until tonight.
0,I'm thinking about the Air France plane and all the passengers on it.
0,im tired and i miss my gf
0,"i'm tired of feeling so lonely, so easily."
0,I'm to fucking curious
0,I'm too scared to go on holiday these days:  http://tinyurl.com/lkgtac Nightmare after nightmare of plane crashes. Sadface.
1,I'm trying to build a little momentum
0,"I'm trying to do my FTV assignment. I REALLY suck at written pieces, I have no idea on how to structure everything -.-"
1,I'm up. sleeping is over rated.
0,I'm very sad I lost another friend. R.I.P. Kenneth Lee I luv u I miss u
0,Im watching vids of Enter Shikari wanting to go to their signing 2morow. might just go on my own and sit oustide hmv all day like a hobo
0,in a house with no furniture waitin 4 ikea 2 save me i think it wud hav bin easier 2 pick my last house up n carry it here than this move
0,in n out closed the door in my face... but its ok... sum chick offered to buy my food... YAY FREE IN N OUT
0,in new jerz....I'm so emotionally split...lmfao...I'm odeeeee hype ....aaaaoooowwwww. but I want my beezo and Mis Nina!!!!
0,in pain.....argh
0,in the good old visa wavier system you filled in a green card on the plane - now its a web page in advance and it costs Â£40 Progress?
1,in the words of marv albert &quot;YES!!&quot; There is a god! Now time to play it cool.  We got 3 hrs.
0,"internet still down, silly AOL in newcastle atm waitin 4 abi 2 finish her exam"
0,internetconnection doesn't work on my Iphone
1,intrigued about tomorrows @rhcp_universe announcement ? http://blip.fm/~7c3xs
1,INVESTING IS THE KEY TO SUCCESS JUST NEED THE RIGHT TOOL
0,"iPhone 3Gs didn't come in. &gt;.&lt; darn AT&amp;T. Cause my dad ordered it via them not via apple. I hope it comes in tomorrow, wanted it today!"
0,- iPhone 3gs in hand... updating it with all my crap
0,iPhone activation server not available. gonna give it a few... my friend had the problem then it started working... argh...
0,iremeber he told me dopeboys got them girls gone wild . Then i was jst listening to it !
0,is about to die. Coach trip C4 it's lols watch it!
0,is all i can say
0,Is anyone here?? Lori? Paige?
1,is bored but for some reason oddly happy
1,"is happy today,  i spent quality time with my mommmm and idk why but i didn't see any nice dresses today! :s nothing nice to buy"
0,is having spag bowl.. was going to have a BBQ but tesco had no rolls at all
0,graduation
0,"- great day on Sanibel. Saw fish, tried to catch fish, and having pizza for dinner."
1,great great great great day! rock band singing is my new favorite!
0,great.  I thinks Rags is sick.  This might mean a second ER vet visit this month.
0,great. Can't get online at moms house....craptastic
1,greeeeattttt fuckingf night much bneeded!
0,grieving 4 a fam n our community whose 2 kids died after playing hide &amp; seek &amp; getting stuck n a car trunk.  Parents-watch ur babies!
0,"grrr my twitter doesn't work with my celphone, I dw WHY!!  but my brother's twitter does ï¿½.ï¿½  IT's not Fair..    T.T"
0,grrr why does maths have to be SO frustratingly annoying and mind boggiling
0,guess i didn't get the job...
0,guy troubles...he just has to have a girlfriend...
1,had a cool lil night. Now at Berrie's about to eat pizza waitin for @NOEL4PRESIDENT
1,"had a good weekend, looking forward to a great week x"
0,had a really bad day!!!
0,haha my dragon jus tried to attack me
0,hahah @annetteluna says to me: yea we need to go to target so we can get you a hotdog and you'll shut up
0,Hanging by a moment by lifehouse always makes crave a boo.
0,hangover
1,- HAPPY 8TH ANNIVERSARY TO US!!! Awww  Barry is about to take me 'somewhere' ...  Be back later!!
1,happy day cash cash party in your bedroom on xm radio
1,happy for you
0,Happy Graduation 8th ): I'll miss some of you a lot. Don't 4get to e-mail.  Lots of Love ~ *Olivia*
1,happy juice. http://twitpic.com/4e4bz
1,-- happy mothers day mom!  http://twitpic.com/4x153
0,Happy Saturday  But its closer to monday  but it's summer :-D
0,harley told me here b-day is on the 17th of nov !!!! omdz
1,Harry Potter! Yay!!!
0,- has a touch of the old prickley heat rash...
0,hate my liiiiiiiife
1,Hate this song  ? http://blip.fm/~5jg6f
0,HATES ITUNES.
0,- hates the summer only cz. it gives a hardcore tan on arms and face
0,"hates work, BEYOND wants to go on tour"
1,- Have a GREAT Sunday... be blessed and encouraged!! I'm going to PASS OUT now. haha Earlier than usual... yay!  GOD BLESS YOU!!!
0,have to do the dishes
0,have to leave for class...
0,have to leave soon
0,have to work on homework tmrw...
1,having a good day
1,- having a smoothie and watchin a movie..
0,having just a Horrible Sad day. i hate those so much.
0,Having no money sucks.
0,having trouble sleeping.
0,he always does this!
0,"He read my last message on myspace, and didn't reply. Im scared he dont want to talk to me really.  Ugh, I will never find anybody..."
0,headache!
1,heading my dad's store
1,heart it races. Black glass extravaganza and then downtown.  smiles all day as usual.
0,Heavy rain forecast for Saturday at Epsom Derby!!
1,"hella people have no idea who I am... Hehehe, and no I'm not Lou nor @MicahMoney"
1,haha have fun girl. Have fun at thaaat mormon dance tonightt too!!
1,haha! Off the phone with my bby!  I lovee youu!  -Nitee!
1,hanging with jon. i love ashley!!!!!!!!
1,happily falling head over heels for him &lt;3
1,- Happpy Monday night everyone!
1,happy and singing... extreme &quot;more than words&quot; â™« http://twt.fm/140208 #musicmonday
0,Happy Fathers day. ILUDaddy.    First father's day sans father.
1,"- happy flip indy day.  mabuhay! schweet! oh wait, wasn't that yesterday? man...i need to do my research. fail."
1,happy to meet the old friends...
1,Happy today!!!  http://estrella05azul.wordpress.com/
0,Hard Night! It has only begun!
1,-- harry potter! with BEllA and EMMAliNE. making hotdogs
0,hate being stuck at home not able to do anything before my last day at hollywood
0,hate going to the doctors. also hate having to go back an hour later to get prescription.
0,Hate Holidays
0,hate public transport stood waiting over half an hour for a bus which didnt show up luckily i got a lift to work
0,hate shit strirrers
0,have a cold! &lt;- not fun!
